,panel,xm,ym,ds,Qy,Qx,qs
1,upper,0.17983513699999998,0.02457281895,0.00033613678,2.885500540396865e-08,3.91172083558258e-09,8.692652648564003
2,upper,0.179369272,0.024664820900000002,0.0006135885650000001,8.124146799109249e-08,1.1108679607381142e-08,24.72264748448211
3,upper,0.17876721299999998,0.024783185,0.0006135799549999999,1.3325778414655194e-07,1.8378163229136666e-08,40.96132059546429
4,upper,0.178165044,0.02490094405,0.0006135714599999999,1.8490390642484478e-07,2.5719799797299676e-08,57.40770401772988
5,upper,0.177562765,0.02501809705,0.0006135630900000002,2.3617978801123056e-07,3.3133216971629865e-08,74.06082861487575
6,upper,0.17696037650000002,0.0251346428,0.0006135548299999998,2.8708538093012935e-07,4.061804155178469e-08,90.91972306706268
7,upper,0.176357879,0.02525058015,0.0006135466799999999,3.3762063731665984e-07,4.8173899685350686e-08,107.98341434711057
8,upper,0.175755273,0.025365908,0.0006135386400000003,3.8778550941655097e-07,5.580041689815661e-08,125.25092779960282
9,upper,0.1751525585,0.0254806251,0.0006135307299999998,4.37579950902498e-07,6.349721825277904e-08,142.7212874853952
10,upper,0.174549736,0.02559473035,0.0006135229299999998,4.870039139103208e-07,7.126392794296805e-08,160.39351527888158
11,upper,0.173946806,0.02570822255,0.0006135152200000002,5.360573490870983e-07,7.910016922277367e-08,178.26663068052764
12,upper,0.173343768,0.025821100450000002,0.0006135076500000001,5.84740210580435e-07,8.700556526846261e-08,196.33965280407605
13,upper,0.1727406225,0.02593336295,0.0006135001799999996,6.330524494439208e-07,9.497973812289753e-08,214.61159796815127
14,upper,0.1721373705,0.026045008699999997,0.0006134928099999996,6.809940171661039e-07,1.0302230904819566e-07,233.08148043124888
15,upper,0.171534012,0.0261560365,0.0006134855599999999,7.285648666077503e-07,1.1113289888183181e-07,251.74831327176003
16,upper,0.170930547,0.026266445149999998,0.0006134784200000007,7.757649496453483e-07,1.1931112764520788e-07,270.61110749026295
17,upper,0.17032697600000002,0.0263762333,0.000613471400000001,8.225942190286088e-07,1.275566147156435e-07,289.6688723608133
18,upper,0.1697232995,0.02648539975,0.0006134644999999991,8.690526275989215e-07,1.3586897878689237e-07,308.92061536894033
19,upper,0.1691195175,0.02659394315,0.0006134576000000006,9.151401189672455e-07,1.4424783613769981e-07,328.3653381829245
20,upper,0.1685156305,0.026701862200000002,0.0006134508999999996,9.60856651958157e-07,1.526928050154888e-07,348.00204680955284
21,upper,0.167911639,0.02680915565,0.0006134443999999996,1.0062021853427326e-06,1.6120350297817767e-07,367.8297454592099
22,upper,0.1673075425,0.02691582215,0.0006134377999999999,1.0511766552303372e-06,1.6977954263803094e-07,387.8474266265523
23,upper,0.16670334199999998,0.0270218603,0.0006134313999999995,1.09578002034045e-06,1.7842053995482234e-07,408.054090354435
24,upper,0.16609903799999998,0.027127268750000003,0.0006134252000000017,1.1400122393387396e-06,1.8712611013588887e-07,428.4487347251108
25,upper,0.165494631,0.0272320462,0.0006134188999999991,1.1838732493861645e-06,1.9589586337712504e-07,449.0303458726989
26,upper,0.164890121,0.02733619125,0.0006134128999999988,1.2273630161861643e-06,2.0472941475640513e-07,469.79792117219444
27,upper,0.1642855075,0.02743970245,0.000613406900000002,1.2704814835052452e-06,2.1362637421602508e-07,490.7504457492246
28,upper,0.16368079200000002,0.0275425784,0.0006134011000000009,1.3132286099696176e-06,2.2258635377233834e-07,511.8869093614818
29,upper,0.1630759745,0.02764481775,0.0006133951999999984,1.355604333119272e-06,2.316089602736071e-07,533.206289387794
30,upper,0.162471055,0.027746419,0.0006133896,1.3976086180690358e-06,2.406938055529615e-07,554.7075747671383
31,upper,0.1618660345,0.0278473807,0.0006133840000000015,1.4392414096422239e-06,2.4984049618273033e-07,576.3897417759914
32,upper,0.161260913,0.0279477014,0.0006133785999999988,1.4805026661176116e-06,2.5904864085902235e-07,598.2517715263546
33,upper,0.1606556905,0.0280473796,0.0006133731999999996,1.5213923320798181e-06,2.683178444060931e-07,620.292635745768
34,upper,0.1600503675,0.02814641385,0.0006133679000000017,1.5619103590276105e-06,2.776477122903115e-07,642.5113074743742
35,upper,0.159444945,0.0282448026,0.0006133627999999995,1.6020567054384046e-06,2.8703785059821076e-07,664.9067610042559
36,upper,0.158839423,0.02834254435,0.0006133576999999973,1.6418313164584185e-06,2.964878614837937e-07,687.4779610656501
37,upper,0.1582338015,0.02843963755,0.0006133527,1.6812341436595644e-06,3.059973477106766e-07,710.223873642229
38,upper,0.157628081,0.02853608065,0.0006133479000000018,1.7202651451038335e-06,3.155659126906978e-07,733.1434660684679
39,upper,0.157022262,0.0286318721,0.000613343199999998,1.7589242724948637e-06,3.2519315738260646e-07,756.2356996114597
40,upper,0.156416345,0.0287270103,0.0006133384000000033,1.797211465177756e-06,3.3487867864344e-07,779.499525483927
41,upper,0.15581033,0.0288214937,0.0006133338999999988,1.8351266874080917e-06,3.446220787148194e-07,802.9339076416294
42,upper,0.1552042175,0.02891532065,0.0006133294000000011,1.8726698848403902e-06,3.5442295412630954e-07,826.5377961115737
43,upper,0.154598008,0.029008489499999998,0.0006133250999999992,1.909841015558332e-06,3.64280903618943e-07,850.3101460389801
44,upper,0.153991702,0.02910099865,0.0006133208000000008,1.946640025589862e-06,3.7419552178373593e-07,874.2499023727557
45,upper,0.1533853,0.02919284645,0.0006133165999999968,1.9830668672101475e-06,3.8416640383397393e-07,898.3560113576372
46,upper,0.152778802,0.0292840312,0.000613312500000001,2.0191214925136475e-06,3.9419314397619894e-07,922.627416620825
47,upper,0.15217220850000002,0.02937455125,0.000613308600000001,2.0548038595387167e-06,4.042753370844067e-07,947.0630632191767
48,upper,0.15156551950000002,0.02946440485,0.000613304700000001,2.0901139144461856e-06,4.1441257371562355e-07,971.661885568231
49,upper,0.150958736,0.0295535903,0.0006133008999999988,2.125051609707967e-06,4.246044450538678e-07,996.4228193883267
50,upper,0.1503518585,0.0296421059,0.0006132972000000014,2.1596168979216653e-06,4.348505412749253e-07,1021.3447977622975
51,upper,0.1497448865,0.029729949800000002,0.0006132936999999998,2.1938097367724972e-06,4.4515045313342054e-07,1046.4267550163493
52,upper,0.149137821,0.0298171203,0.0006132900999999968,2.2276300676520603e-06,4.555037653366665e-07,1071.6676105519853
53,upper,0.148530663,0.02990361565,0.0006132868000000014,2.2610778545637967e-06,4.6591006828708096e-07,1097.0662974446905
54,upper,0.14792341199999998,0.02998943405,0.0006132834999999989,2.2941530444795836e-06,4.763689462515291e-07,1122.6217336537268
55,upper,0.1473160685,0.03007457365,0.0006132803000000048,2.3268555900112572e-06,4.868799840829142e-07,1148.33283837152
56,upper,0.14670863350000002,0.03015903255,0.0006132771999999981,2.3591854442026153e-06,4.974427655009711e-07,1174.1985278109016
57,upper,0.146101107,0.030242809000000002,0.0006132741999999997,2.3911425599160765e-06,5.080568731838729e-07,1200.2177154763488
58,upper,0.14549348950000002,0.0303259011,0.0006132712999999956,2.4227268901392607e-06,5.187218886758522e-07,1226.3893119068332
59,upper,0.1448857815,0.03040830695,0.0006132685000000068,2.453938387984929e-06,5.294373923868134e-07,1252.7122246748136
60,upper,0.1442779835,0.0304900247,0.0006132657999999985,2.484777006690921e-06,5.402029636226047e-07,1279.185358465231
61,upper,0.1436700955,0.0305710524,0.0006132631999999985,2.5152426993134687e-06,5.510181805233003e-07,1305.8076149305614
62,upper,0.14306211800000002,0.0306513881,0.0006132606999999998,2.5453354190337685e-06,5.61882620062807e-07,1332.5778926736923
63,upper,0.142454052,0.03073102985,0.0006132583000000025,2.575055119464553e-06,5.727958580484683e-07,1359.4950872308018
64,upper,0.141845898,0.0308099757,0.0006132560999999939,2.6044017591287818e-06,5.83757470908112e-07,1386.5580954994207
65,upper,0.1412376555,0.03088822365,0.0006132538000000048,2.633375281704806e-06,5.947670285092104e-07,1413.7657980375657
66,upper,0.1406293255,0.03096577165,0.0006132516999999976,2.6619756456584815e-06,6.058241048524837e-07,1441.1170854124107
67,upper,0.140020909,0.0310426177,0.0006132496999999987,2.6902028051015855e-06,6.169282709523824e-07,1468.6108406272424
68,upper,0.1394124055,0.0311187598,0.0006132478000000011,2.7180567136572665e-06,6.280790966241269e-07,1496.2459435816968
69,upper,0.138803816,0.031194195850000002,0.0006132460999999992,2.7455373298610353e-06,6.392761522478425e-07,1524.0212753916219
70,upper,0.138195141,0.031268923750000004,0.0006132443000000029,2.7726445989293948e-06,6.505190014646857e-07,1551.9357002871882
71,upper,0.13758638099999998,0.031342941400000005,0.0006132427999999968,2.7993784840062495e-06,6.618072139723736e-07,1579.9880973616416
72,upper,0.1369775365,0.0314162467,0.0006132413000000045,2.82573893509899e-06,6.731403527064133e-07,1608.1773287523263
73,upper,0.13636860750000002,0.031488837500000005,0.0006132398999999997,2.8517259064530384e-06,6.845179811423825e-07,1636.5022577833918
74,upper,0.13575959450000002,0.0315607116,0.0006132385999999962,2.877339352438112e-06,6.959396614315122e-07,1664.96174431668
75,upper,0.1351504985,0.031631866849999996,0.0006132375000000023,2.902579231970631e-06,7.074049563005641e-07,1693.5546494771672
76,upper,0.13454132000000002,0.0317023011,0.0006132364000000015,2.927445495798603e-06,7.189134234495521e-07,1722.279821701694
77,upper,0.1339320595,0.03177201205,0.0006132353999999951,2.9519380989709234e-06,7.304646210540766e-07,1751.1361104423409
78,upper,0.13332271750000002,0.03184099745,0.0006132346999999996,2.9760570045266974e-06,7.420581097141371e-07,1780.122371058045
79,upper,0.132713294,0.0319092551,0.0006132339000000028,2.999802159468313e-06,7.536934411547381e-07,1809.2374365909288
80,upper,0.1321037895,0.0319767827,0.0006132332000000004,3.0231735189101365e-06,7.653701694799677e-07,1838.4801458653315
81,upper,0.13149420499999998,0.03204357795,0.000613232800000002,3.0461710458975085e-06,7.770878512268805e-07,1867.8493436379135
82,upper,0.1308845415,0.032109638450000005,0.0006132323999999967,3.068794692472737e-06,7.888460357695343e-07,1897.3438565516171
83,upper,0.1302747985,0.0321749619,0.0006132319999999983,3.091044410371609e-06,8.006442710724351e-07,1926.9625075873564
84,upper,0.12966497700000001,0.032239545950000004,0.0006132320000000052,3.1129201662123935e-06,8.124821113814856e-07,1956.7041353356485
85,upper,0.1290550775,0.032303388200000005,0.0006132317999999956,3.134421905150396e-06,8.243590979276162e-07,1986.5675455520789
86,upper,0.12844510050000002,0.0323664862,0.0006132319000000039,3.155549590240031e-06,8.362747801169591e-07,2016.551564385225
87,upper,0.127835047,0.0324288375,0.000613232200000001,3.1763031812156465e-06,8.482287039604606e-07,2046.6550092984644
88,upper,0.1272249165,0.0324904397,0.0006132323999999967,3.196682627169025e-06,8.602204081675748e-07,2076.8766792611405
89,upper,0.1266147105,0.032551290299999994,0.000613232800000002,3.2166878880815775e-06,8.722494357804727e-07,2107.2153839768653
90,upper,0.12600442950000001,0.03261138675,0.0006132333999999962,3.2363189238751167e-06,8.843153283131881e-07,2137.6699291648197
91,upper,0.12539407349999998,0.03267072655,0.0006132341000000055,3.2555756909649542e-06,8.964176238078506e-07,2168.2391116685803
92,upper,0.12478364349999999,0.03272930715,0.0006132348999999954,3.274458146196371e-06,9.08555858759053e-07,2198.921724270971
93,upper,0.12417314,0.0327871259,0.0006132358000000004,3.292966246537961e-06,9.207295680520663e-07,2229.7165555489396
94,upper,0.123562564,0.032844180249999994,0.0006132367999999999,3.311099949388204e-06,9.329382850236955e-07,2260.6223900162604
95,upper,0.1229519155,0.0329004676,0.0006132380000000021,3.328859214858173e-06,9.451815434276443e-07,2291.6380131321826
96,upper,0.122341195,0.03295598525,0.0006132393999999999,3.34624400299891e-06,9.574588753928811e-07,2322.762206119481
97,upper,0.12172604249999999,0.03301091095,0.0006219603000000018,3.363493420415996e-06,9.699449653511574e-07,2354.438243418186
98,upper,0.12110352599999999,0.03306514995,0.0006277907999999999,3.3805137305115847e-06,9.825821555632639e-07,2386.5205920187555
99,upper,0.120477975,0.033118253449999996,0.0006278125999999995,3.3971419028367358e-06,9.952531236474893e-07,2418.7116659633557
100,upper,0.119852291,0.033170045100000004,0.0006278351999999959,3.413377847303611e-06,1.0079570644822006e-06,2451.0093690766275
101,upper,0.1192264765,0.033220522,0.000627858600000003,3.42922147388336e-06,1.0206931711603318e-06,2483.411600521161
102,upper,0.1186005335,0.033269681149999994,0.0006278828,3.444672692291782e-06,1.033460634920017e-06,2515.916254632991
103,upper,0.1179744635,0.033317519500000004,0.0006279077999999938,3.4597314116749453e-06,1.046258645106585e-06,2548.5212208389253
104,upper,0.11734826849999999,0.033364034050000005,0.0006279336999999996,3.4743975432583105e-06,1.0590863912401665e-06,2581.2243889127503
105,upper,0.11672194999999999,0.0334092218,0.0006279603000000078,3.488670992962869e-06,1.0719430568850022e-06,2614.023633365254
106,upper,0.1160955095,0.033453079649999995,0.0006279877999999933,3.5025516707471508e-06,1.0848278277510963e-06,2646.9168340944893
107,upper,0.1154689495,0.033495604449999994,0.000628016000000009,3.516039482142903e-06,1.0977398834668878e-06,2679.901855361498
108,upper,0.11484227150000001,0.033536793100000004,0.0006280449999999937,3.5291343343830703e-06,1.1106784037505272e-06,2712.976561572116
109,upper,0.1142154775,0.033576642500000003,0.0006280748999999974,3.541836136464794e-06,1.1236425684198534e-06,2746.1388172997013
110,upper,0.1135885695,0.03361514945,0.0006281055999999979,3.554144794979029e-06,1.1366315532022673e-06,2779.3864765702283
111,upper,0.11296154850000001,0.0336523107,0.0006281370000000008,3.5660602137328436e-06,1.1496445296808233e-06,2812.7173827414467
112,upper,0.112334417,0.03368812305,0.0006281693000000088,3.577582300444805e-06,1.162680671530227e-06,2846.129384423785
113,upper,0.1117071775,0.0337225833,0.0006282022999999914,3.588710959157006e-06,1.1757391462235093e-06,2879.62031423786
114,upper,0.1110798315,0.0337556881,0.0006282362000000069,3.5994460969435487e-06,1.1888191232316527e-06,2913.1880098586294
115,upper,0.110452381,0.033787434150000004,0.0006282709000000053,3.609787618784381e-06,1.201919767818687e-06,2946.830298093258
116,upper,0.109824828,0.03381781815,0.0006283063999999866,3.619735429399304e-06,1.215040243109976e-06,2980.545000181872
117,upper,0.10919717400000001,0.03384683665,0.0006283427000000064,3.6292894329335907e-06,1.2281797099909652e-06,3014.3299315498643
118,upper,0.1085694215,0.0338744863,0.0006283797999999952,3.6384495335860945e-06,1.2413373271629677e-06,3048.182901920483
119,upper,0.107941573,0.0339007637,0.0006284177000000085,3.647215635609144e-06,1.2545122511046845e-06,3082.1017152144286
120,upper,0.10731363,0.03392566535,0.0006284563999999909,3.65558764268e-06,1.267703636002258e-06,3116.084169400333
121,upper,0.1066855945,0.0339491878,0.0006284959000000118,3.6635654582148815e-06,1.2809106337735613e-06,3150.128056541649
122,upper,0.10605746899999999,0.0339713275,0.000628536299999996,3.671148986889639e-06,1.2941323961017604e-06,3184.231168023261
123,upper,0.1054292555,0.0339920809,0.0006285773999999966,3.678338130642999e-06,1.30736806811945e-06,3218.391278280506
124,upper,0.104800956,0.03401144445,0.0006286194000000023,3.6851327935025992e-06,1.3206167968154605e-06,3252.606166482779
125,upper,0.1041725725,0.03402941445,0.0006286620999999964,3.6915328770100626e-06,1.3338777225109548e-06,3286.873594531194
126,upper,0.103544107,0.0340459873,0.000628705800000004,3.6975382854996614e-06,1.3471499894561172e-06,3321.1913344327577
127,upper,0.1029155625,0.034061159349999995,0.0006287500999999918,3.7031489197263835e-06,1.3604327310224925e-06,3355.5571299953717
128,upper,0.10228694099999999,0.03407492685,0.0006287954000000068,3.708364683878869e-06,1.373725086520547e-06,3389.9687403438643
129,upper,0.1016582445,0.034087286,0.0006288413999999964,3.7131854792072654e-06,1.3870261863760455e-06,3424.4239015733533
130,upper,0.1010294755,0.034098233049999996,0.0006288883000000051,3.717611208610805e-06,1.4003351627205648e-06,3458.920354143581
131,upper,0.100400636,0.0341077642,0.0006289359999999966,3.721641773897861e-06,1.413651143009376e-06,3493.455826369081
132,upper,0.09977172835,0.03411587555,0.0006289846000000071,3.7252770774135807e-06,1.4269732541830047e-06,3528.0280451930234
133,upper,0.09914275495,0.0341225632,0.0006290337999999979,3.728517019759606e-06,1.4403006141875269e-06,3562.6347141797587
134,upper,0.09851371835,0.03412782315,0.0006290840999999964,3.7313615042607003e-06,1.4536323488507306e-06,3597.2735573174277
135,upper,0.09788462079999999,0.0341316515,0.0006291350999999973,3.7338104320148115e-06,1.4669675728702452e-06,3631.9422696677516
136,upper,0.09725546474999999,0.034134044200000005,0.0006291869000000089,3.7358637046573024e-06,1.4803054003043495e-06,3666.6385445959036
137,upper,0.0966262526,0.03413499715,0.0006292396999999922,3.7375212243414776e-06,1.493644946653975e-06,3701.360079204363
138,upper,0.0959969868,0.0341345063,0.0006292930999999974,3.7387828920639297e-06,1.5069853161666286e-06,3736.1045412913622
139,upper,0.09536766985,0.0341325675,0.0006293476000000103,3.7396486099411355e-06,1.5203256208443638e-06,3770.869618831255
140,upper,0.09473830420000001,0.0341291765,0.0006294027999999979,3.7401182792480154e-06,1.533664961293674e-06,3805.6529701067134
141,upper,0.0941088924,0.03412432905,0.0006294588999999906,3.7401918015582366e-06,1.547002439436008e-06,3840.452256816003
142,upper,0.09347943705,0.034118020900000004,0.0006295159000000022,3.7398690783750296e-06,1.5603371542591633e-06,3875.265133005946
143,upper,0.0928499407,0.03411024775,0.0006295736999999968,3.739150011214276e-06,1.5736681996594863e-06,3910.0892394369425
144,upper,0.09222040595,0.0341010052,0.0006296324000000103,3.738034501533833e-06,1.586994668606803e-06,3944.922214454752
145,upper,0.09159083544999999,0.03409028875,0.0006296918999999929,3.73652245099386e-06,1.6003156488381319e-06,3979.7616827398956
146,upper,0.09096123184999999,0.034078094,0.0006297523000000083,3.7346137611029234e-06,1.6136302271450291e-06,4014.6052665137427
147,upper,0.0903315978,0.034064416449999996,0.0006298136999999954,3.7323083329666204e-06,1.6269374892969835e-06,4049.4505853518044
148,upper,0.08970193605,0.03404925145,0.0006298757999999988,3.729606068815241e-06,1.6402365114862795e-06,4084.2952337795605
149,upper,0.0890722494,0.03403259435,0.000629938999999996,3.7265068693475178e-06,1.6535263751058541e-06,4119.136819973599
150,upper,0.08844254055,0.0340144405,0.0006300029000000096,3.7230106371003244e-06,1.6668061498496948e-06,4153.972921486487
151,upper,0.08781281225000001,0.03399478515,0.0006300678999999892,3.7191172725448655e-06,1.6800749105176194e-06,4188.801129302508
152,upper,0.08718306740000001,0.033973623450000004,0.000630133600000013,3.714826678621446e-06,1.6933317200804046e-06,4223.619003409342
153,upper,0.0865533089,0.0339509506,0.0006302002999999945,3.710138756540592e-06,1.7065756444471507e-06,4258.424111552799
154,upper,0.0859235396,0.0339267617,0.0006302680000000033,3.7050534074170845e-06,1.7198057460682464e-06,4293.214012458477
155,upper,0.08529376235,0.033901051700000004,0.0006303365999999894,3.6995705331404976e-06,1.7330210817338504e-06,4327.986250041347
156,upper,0.08466398015000001,0.033873815599999996,0.000630406,3.6936900367223986e-06,1.746220702605804e-06,4362.738353470822
157,upper,0.08403419605000001,0.0338450483,0.0006304765000000045,3.6874118185974313e-06,1.7594036625202739e-06,4397.467859030031
158,upper,0.083404413,0.03381474455,0.0006305479000000003,3.680735781099203e-06,1.7725690074084258e-06,4432.172282274918
159,upper,0.082774634,0.033782899150000004,0.0006306202999999955,3.673661825631246e-06,1.7857157815960095e-06,4466.849134621032
160,upper,0.0821448622,0.03374950685,0.0006306936000000096,3.666189854880044e-06,1.7988430235858528e-06,4501.495912222107
161,upper,0.0815151007,0.033714562249999996,0.0006307678999999955,3.6583197705409607e-06,1.8119497701222174e-06,4536.110106695053
162,upper,0.08088535259999999,0.03367805985,0.0006308431000000003,3.650051475688659e-06,1.825035051954634e-06,4570.689193941576
163,upper,0.08025562115,0.033639994150000005,0.000630920000000007,3.6413848627618167e-06,1.838097912476152e-06,4605.230683414012
164,upper,0.0796259096,0.03360035955,0.0006309959999999948,3.6323198603941384e-06,1.8511373372628836e-06,4639.7319317957545
165,upper,0.07899622115,0.0335591503,0.0006310759999999943,3.6228563274637558e-06,1.8641524090673263e-06,4674.190553006359
166,upper,0.07836655905,0.03351636075,0.0006311540000000088,3.6129942111025395e-06,1.877142082718512e-06,4708.603822525996
167,upper,0.07773692665,0.033471984999999996,0.0006312349999999939,3.6027333830653023e-06,1.8901054118904368e-06,4742.969277720122
168,upper,0.0771073274,0.0334260171,0.0006313160000000068,3.5920737622797206e-06,1.9030413842444605e-06,4777.284281222927
169,upper,0.07647776465,0.0333784511,0.0006313989999999908,3.581015234768056e-06,1.915949024184079e-06,4811.546293271754
170,upper,0.0758482418,0.033329280899999994,0.0006314830000000021,3.5695577030751755e-06,1.9288273311836636e-06,4845.75270818594
171,upper,0.07521876245,0.033278500249999995,0.0006315669999999995,3.5577010889144046e-06,1.9416752798755455e-06,4879.900854455184
172,upper,0.07458933005,0.03322610285,0.0006316529999999959,3.5454452773837074e-06,1.9544918810879667e-06,4913.988156941739
173,upper,0.0739599482,0.03317208235000001,0.0006317400000000056,3.5327901721229754e-06,1.967276120669556e-06,4948.011974352117
174,upper,0.07333062055,0.03311643225,0.0006318280000000009,3.5197356772033206e-06,1.9800269797763686e-06,4981.969653125273
175,upper,0.07270135065,0.033059146,0.0006319169999999957,3.506281697065487e-06,1.9927434348282405e-06,5015.858527321953
