,panel,xm,ym,ds,theta,Qy,Qx,qs_b,q_total,tau
468,lower,0.103235,-0.001739,0.000575,0.009500,-0.000006,0.000001,3501.269695,1365.505091,1365505.091260
469,lower,0.103810,-0.001733,0.000575,0.008794,-0.000006,0.000001,3478.963313,1343.198709,1343198.708734
470,lower,0.104385,-0.001729,0.000575,0.008082,-0.000006,0.000001,3456.647437,1320.882833,1320882.833099
471,lower,0.104960,-0.001724,0.000575,0.007364,-0.000006,0.000001,3434.321413,1298.556809,1298556.809348
472,lower,0.105534,-0.001720,0.000575,0.006640,-0.000006,0.000001,3411.984426,1276.219822,1276219.821593
473,lower,0.106109,-0.001717,0.000575,0.005909,-0.000006,0.000001,3389.635847,1253.871243,1253871.242563
474,lower,0.106684,-0.001713,0.000575,0.005172,-0.000006,0.000001,3367.274888,1231.510284,1231510.284059
475,lower,0.107259,-0.001711,0.000575,0.004429,-0.000006,0.000001,3344.900873,1209.136269,1209136.269061
476,lower,0.107834,-0.001708,0.000575,0.003679,-0.000006,0.000001,3322.513002,1186.748398,1186748.398365
477,lower,0.108409,-0.001706,0.000575,0.002924,-0.000006,0.000001,3300.110588,1164.345984,1164345.984110
478,lower,0.108984,-0.001705,0.000575,0.002163,-0.000006,0.000001,3277.692859,1141.928255,1141928.255186
479,lower,0.109559,-0.001704,0.000575,0.001396,-0.000006,0.000001,3255.259078,1119.494474,1119494.474071
480,lower,0.110134,-0.001703,0.000575,0.000623,-0.000006,0.000001,3232.808463,1097.043859,1097043.858903
481,lower,0.110709,-0.001703,0.000575,-0.000155,-0.000006,0.000001,3210.340305,1074.575701,1074575.700626
482,lower,0.111284,-0.001703,0.000575,-0.000940,-0.000006,0.000001,3187.853772,1052.089168,1052089.167697
483,lower,0.111859,-0.001704,0.000575,-0.001729,-0.000006,0.000001,3165.348145,1029.583541,1029583.540596
484,lower,0.112434,-0.001705,0.000575,-0.002525,-0.000006,0.000001,3142.822620,1007.058016,1007058.016353
485,lower,0.113009,-0.001707,0.000575,-0.003326,-0.000006,0.000001,3120.276469,984.511865,984511.865144
486,lower,0.113584,-0.001709,0.000575,-0.004133,-0.000006,0.000001,3097.708799,961.944195,961944.195144
487,lower,0.114159,-0.001712,0.000575,-0.004944,-0.000006,0.000001,3075.118949,939.354345,939354.344760
488,lower,0.114734,-0.001715,0.000575,-0.005762,-0.000006,0.000001,3052.506016,916.741412,916741.411737
489,lower,0.115310,-0.001718,0.000575,-0.006584,-0.000006,0.000001,3029.869289,894.104685,894104.685188
490,lower,0.115885,-0.001723,0.000575,-0.007412,-0.000006,0.000001,3007.207896,871.443292,871443.291817
491,lower,0.116460,-0.001727,0.000575,-0.008245,-0.000006,0.000001,2984.521036,848.756432,848756.431933
492,lower,0.117035,-0.001732,0.000575,-0.009084,-0.000006,0.000001,2961.807944,826.043340,826043.340301
493,lower,0.117610,-0.001737,0.000575,-0.009927,-0.000006,0.000001,2939.067772,803.303168,803303.167801
494,lower,0.118186,-0.001743,0.000575,-0.010775,-0.000006,0.000001,2916.299704,780.535100,780535.099775
495,lower,0.118761,-0.001750,0.000575,-0.011629,-0.000006,0.000001,2893.502881,757.738277,757738.276968
496,lower,0.119336,-0.001757,0.000575,-0.012487,-0.000006,0.000001,2870.676518,734.911914,734911.914409
497,lower,0.119915,-0.001764,0.000581,-0.013676,-0.000006,0.000001,2847.588771,711.824167,711824.166657
498,lower,0.120500,-0.001773,0.000590,-0.014438,-0.000006,0.000001,2824.122706,688.358102,688358.102444
499,lower,0.121090,-0.001781,0.000590,-0.014490,-0.000006,0.000001,2800.624075,664.859471,664859.470723
500,lower,0.121680,-0.001790,0.000590,-0.014547,-0.000006,0.000001,2777.092742,641.328138,641328.137817
501,lower,0.122270,-0.001798,0.000590,-0.014608,-0.000006,0.000001,2753.528649,617.764045,617764.045487
502,lower,0.122860,-0.001807,0.000590,-0.014673,-0.000006,0.000001,2729.931695,594.167091,594167.091412
503,lower,0.123450,-0.001816,0.000590,-0.014743,-0.000006,0.000001,2706.301813,570.537209,570537.209114
504,lower,0.124041,-0.001824,0.000590,-0.014817,-0.000006,0.000001,2682.638892,546.874288,546874.288028
505,lower,0.124631,-0.001833,0.000590,-0.014895,-0.000006,0.000001,2658.942858,523.178254,523178.253598
506,lower,0.125221,-0.001842,0.000590,-0.014978,-0.000006,0.000001,2635.213551,499.448947,499448.946921
507,lower,0.125811,-0.001851,0.000590,-0.015065,-0.000006,0.000001,2611.450889,475.686285,475686.285391
508,lower,0.126401,-0.001860,0.000590,-0.015156,-0.000006,0.000001,2587.654787,451.890183,451890.182550
509,lower,0.126992,-0.001869,0.000590,-0.015251,-0.000006,0.000001,2563.825112,428.060508,428060.507760
510,lower,0.127582,-0.001878,0.000590,-0.015350,-0.000006,0.000001,2539.961730,404.197126,404197.126420
511,lower,0.128172,-0.001887,0.000590,-0.015453,-0.000005,0.000001,2516.064585,380.299981,380299.980940
512,lower,0.128763,-0.001896,0.000590,-0.015560,-0.000005,0.000001,2492.133452,356.368848,356368.848072
513,lower,0.129353,-0.001905,0.000591,-0.015671,-0.000005,0.000001,2468.168267,332.403663,332403.662724
514,lower,0.129944,-0.001915,0.000591,-0.015786,-0.000005,0.000001,2444.168879,308.404275,308404.275035
515,lower,0.130534,-0.001924,0.000591,-0.015905,-0.000005,0.000001,2420.135176,284.370572,284370.572023
516,lower,0.131125,-0.001933,0.000591,-0.016028,-0.000005,0.000001,2396.067000,260.302396,260302.396383
517,lower,0.131715,-0.001943,0.000591,-0.016155,-0.000005,0.000001,2371.964191,236.199587,236199.587090
518,lower,0.132306,-0.001952,0.000591,-0.016285,-0.000005,0.000001,2347.826624,212.062020,212062.020258
519,lower,0.132897,-0.001962,0.000591,-0.016420,-0.000005,0.000001,2323.654132,187.889528,187889.527606
520,lower,0.133487,-0.001972,0.000591,-0.016557,-0.000005,0.000001,2299.446582,163.681978,163681.978194
521,lower,0.134078,-0.001982,0.000591,-0.016699,-0.000005,0.000001,2275.203842,139.439238,139439.237639
522,lower,0.134669,-0.001992,0.000591,-0.016844,-0.000005,0.000001,2250.925690,115.161086,115161.085974
523,lower,0.135260,-0.002002,0.000591,-0.016993,-0.000005,0.000001,2226.611986,90.847382,90847.381784
524,lower,0.135851,-0.002012,0.000591,-0.017146,-0.000005,0.000001,2202.262543,66.497939,66497.939124
525,lower,0.136442,-0.002022,0.000591,-0.017301,-0.000005,0.000001,2177.877255,42.112651,42112.651070
526,lower,0.137033,-0.002032,0.000591,-0.017461,-0.000005,0.000001,2153.455888,17.691284,17691.283618
527,lower,0.137624,-0.002042,0.000591,-0.017624,-0.000005,0.000001,2128.998327,-6.766277,-6766.276709
528,lower,0.138215,-0.002053,0.000591,-0.017790,-0.000005,0.000001,2104.504333,-31.260271,-31260.270732
529,lower,0.138806,-0.002063,0.000591,-0.017960,-0.000005,0.000001,2079.973703,-55.790901,-55790.901353
530,lower,0.139397,-0.002074,0.000591,-0.018133,-0.000005,0.000001,2055.406354,-80.358250,-80358.250200
531,lower,0.139988,-0.002085,0.000591,-0.018310,-0.000005,0.000001,2030.801994,-104.962610,-104962.609711
532,lower,0.140579,-0.002096,0.000591,-0.018489,-0.000005,0.000001,2006.160495,-129.604109,-129604.109313
533,lower,0.141171,-0.002107,0.000591,-0.018672,-0.000005,0.000001,1981.481639,-154.282965,-154282.964827
534,lower,0.141762,-0.002118,0.000591,-0.018859,-0.000005,0.000001,1956.765209,-178.999395,-178999.395316
535,lower,0.142353,-0.002129,0.000592,-0.019048,-0.000005,0.000001,1932.011023,-203.753581,-203753.581240
536,lower,0.142945,-0.002140,0.000592,-0.019241,-0.000005,0.000001,1907.218898,-228.545706,-228545.706039
537,lower,0.143536,-0.002152,0.000592,-0.019437,-0.000005,0.000001,1882.388564,-253.376040,-253376.040106
538,lower,0.144128,-0.002163,0.000592,-0.019636,-0.000005,0.000001,1857.519915,-278.244689,-278244.689061
539,lower,0.144719,-0.002175,0.000592,-0.019838,-0.000005,0.000001,1832.612632,-303.151972,-303151.971533
540,lower,0.145311,-0.002187,0.000592,-0.020043,-0.000005,0.000001,1807.666563,-328.098041,-328098.041016
541,lower,0.145903,-0.002199,0.000592,-0.020251,-0.000005,0.000001,1782.681424,-353.083180,-353083.180382
542,lower,0.146495,-0.002211,0.000592,-0.020462,-0.000005,0.000001,1757.657097,-378.107507,-378107.506625
543,lower,0.147086,-0.002223,0.000592,-0.020676,-0.000005,0.000001,1732.593253,-403.171351,-403171.350903
544,lower,0.147678,-0.002235,0.000592,-0.020893,-0.000005,0.000001,1707.489768,-428.274836,-428274.835729
545,lower,0.148270,-0.002248,0.000592,-0.021113,-0.000005,0.000001,1682.346306,-453.418298,-453418.298391
546,lower,0.148862,-0.002260,0.000592,-0.021336,-0.000005,0.000001,1657.162695,-478.601909,-478601.909393
547,lower,0.149454,-0.002273,0.000592,-0.021562,-0.000005,0.000001,1631.938677,-503.825927,-503825.926984
548,lower,0.150046,-0.002286,0.000592,-0.021790,-0.000004,0.000001,1606.674034,-529.090570,-529090.569695
549,lower,0.150638,-0.002299,0.000592,-0.022022,-0.000004,0.000001,1581.368545,-554.396059,-554396.058734
550,lower,0.151230,-0.002312,0.000592,-0.022256,-0.000004,0.000001,1556.021900,-579.742704,-579742.703561
551,lower,0.151822,-0.002325,0.000592,-0.022493,-0.000004,0.000000,1530.633916,-605.130688,-605130.688157
552,lower,0.152415,-0.002339,0.000592,-0.022732,-0.000004,0.000000,1505.204319,-630.560285,-630560.284767
553,lower,0.153007,-0.002352,0.000593,-0.022975,-0.000004,0.000000,1479.732836,-656.031768,-656031.768449
554,lower,0.153599,-0.002366,0.000593,-0.023220,-0.000004,0.000000,1454.219230,-681.545374,-681545.374001
555,lower,0.154192,-0.002380,0.000593,-0.023467,-0.000004,0.000000,1428.663265,-707.101339,-707101.338753
556,lower,0.154784,-0.002394,0.000593,-0.023718,-0.000004,0.000000,1403.064658,-732.699946,-732699.945819
557,lower,0.155377,-0.002408,0.000593,-0.023970,-0.000004,0.000000,1377.423166,-758.341438,-758341.437789
558,lower,0.155969,-0.002422,0.000593,-0.024226,-0.000004,0.000000,1351.738501,-784.026103,-784026.103032
559,lower,0.156562,-0.002436,0.000593,-0.024484,-0.000004,0.000000,1326.010415,-809.754189,-809754.189247
560,lower,0.157155,-0.002451,0.000593,-0.024744,-0.000004,0.000000,1300.238614,-835.525990,-835525.990080
561,lower,0.157748,-0.002466,0.000593,-0.025007,-0.000004,0.000000,1274.422889,-861.341715,-861341.714718
562,lower,0.158340,-0.002481,0.000593,-0.025272,-0.000004,0.000000,1248.562899,-887.201705,-887201.705391
563,lower,0.158933,-0.002496,0.000593,-0.025540,-0.000004,0.000000,1222.658384,-913.106220,-913106.219791
564,lower,0.159526,-0.002511,0.000593,-0.025810,-0.000004,0.000000,1196.709086,-939.055518,-939055.517993
565,lower,0.160119,-0.002526,0.000593,-0.026083,-0.000004,0.000000,1170.714698,-965.049906,-965049.906256
566,lower,0.160712,-0.002542,0.000593,-0.026358,-0.000004,0.000000,1144.674954,-991.089649,-991089.649488
567,lower,0.161305,-0.002558,0.000593,-0.026635,-0.000004,0.000000,1118.589545,-1017.175059,-1017175.058889
568,lower,0.161899,-0.002574,0.000593,-0.026915,-0.000004,0.000000,1092.458244,-1043.306360,-1043306.360111
569,lower,0.162492,-0.002590,0.000593,-0.027197,-0.000004,0.000000,1066.280647,-1069.483957,-1069483.957281
570,lower,0.163085,-0.002606,0.000594,-0.027481,-0.000004,0.000000,1040.056612,-1095.707992,-1095707.992360
571,lower,0.163679,-0.002622,0.000594,-0.027767,-0.000004,0.000000,1013.785685,-1121.978919,-1121978.918704
572,lower,0.164272,-0.002639,0.000594,-0.028056,-0.000004,0.000000,987.467722,-1148.296882,-1148296.882441
573,lower,0.164865,-0.002656,0.000594,-0.028347,-0.000004,0.000000,961.102306,-1174.662298,-1174662.297635
574,lower,0.165459,-0.002672,0.000594,-0.028639,-0.000004,0.000000,934.689156,-1201.075448,-1201075.447792
575,lower,0.166053,-0.002690,0.000594,-0.028935,-0.000003,0.000000,908.228030,-1227.536574,-1227536.574044
576,lower,0.166646,-0.002707,0.000594,-0.029232,-0.000003,0.000000,881.718551,-1254.046053,-1254046.053303
577,lower,0.167240,-0.002724,0.000594,-0.029531,-0.000003,0.000000,855.160473,-1280.604131,-1280604.130951
578,lower,0.167834,-0.002742,0.000594,-0.029832,-0.000003,0.000000,828.553460,-1307.211144,-1307211.143829
579,lower,0.168428,-0.002760,0.000594,-0.030136,-0.000003,0.000000,801.897173,-1333.867431,-1333867.431076
580,lower,0.169022,-0.002778,0.000594,-0.030441,-0.000003,0.000000,775.191315,-1360.573289,-1360573.289211
581,lower,0.169616,-0.002796,0.000594,-0.030749,-0.000003,0.000000,748.435542,-1387.329062,-1387329.061816
582,lower,0.170210,-0.002814,0.000594,-0.031058,-0.000003,0.000000,721.629599,-1414.135005,-1414135.004547
583,lower,0.170804,-0.002833,0.000594,-0.031370,-0.000003,0.000000,694.773139,-1440.991465,-1440991.465184
584,lower,0.171398,-0.002852,0.000595,-0.031683,-0.000003,0.000000,667.865810,-1467.898794,-1467898.793755
585,lower,0.171992,-0.002870,0.000595,-0.031998,-0.000003,0.000000,640.907352,-1494.857252,-1494857.251836
586,lower,0.172587,-0.002890,0.000595,-0.032315,-0.000003,0.000000,613.897320,-1521.867284,-1521867.284388
587,lower,0.173181,-0.002909,0.000595,-0.032635,-0.000003,0.000000,586.835538,-1548.929066,-1548929.066038
588,lower,0.173776,-0.002928,0.000595,-0.032955,-0.000003,0.000000,559.721558,-1576.043046,-1576043.046108
589,lower,0.174370,-0.002948,0.000595,-0.033278,-0.000003,0.000000,532.555064,-1603.209540,-1603209.539572
590,lower,0.174965,-0.002968,0.000595,-0.033603,-0.000003,0.000000,505.335786,-1630.428818,-1630428.817526
591,lower,0.175559,-0.002988,0.000595,-0.033929,-0.000003,0.000000,478.063314,-1657.701290,-1657701.290220
592,lower,0.176154,-0.003008,0.000595,-0.034257,-0.000003,0.000000,450.737371,-1685.027233,-1685027.232505
593,lower,0.176749,-0.003029,0.000595,-0.034587,-0.000003,0.000000,423.357545,-1712.407059,-1712407.058817
594,lower,0.177344,-0.003050,0.000595,-0.034918,-0.000003,0.000000,395.923556,-1739.841048,-1739841.047659
595,lower,0.177939,-0.003070,0.000595,-0.035252,-0.000003,0.000000,368.435033,-1767.329571,-1767329.571421
596,lower,0.178534,-0.003091,0.000595,-0.035587,-0.000002,0.000000,340.891646,-1794.872958,-1794872.958293
597,lower,0.179129,-0.003113,0.000595,-0.035923,-0.000002,0.000000,313.293019,-1822.471585,-1822471.584592
598,lower,0.179713,-0.003134,0.000574,-0.036261,-0.000002,0.000000,286.635163,-1849.129441,-1849129.441381
600,spar,0.180000,-0.003006,0.000277,1.570796,-0.000002,0.000000,273.869131,-1861.895473,-1861895.472767
601,spar,0.180000,-0.002729,0.000277,1.570796,-0.000002,0.000000,261.303093,-1874.461511,-1874461.510666
602,spar,0.180000,-0.002452,0.000277,1.570796,-0.000002,0.000000,248.937049,-1886.827555,-1886827.554988
603,spar,0.180000,-0.002175,0.000277,1.570796,-0.000002,0.000000,236.770998,-1898.993606,-1898993.605650
604,spar,0.180000,-0.001898,0.000277,1.570796,-0.000002,0.000000,224.804941,-1910.959663,-1910959.663002
605,spar,0.180000,-0.001622,0.000277,1.570796,-0.000002,0.000000,213.038877,-1922.725727,-1922725.726820
606,spar,0.180000,-0.001345,0.000277,1.570796,-0.000002,0.000000,201.472807,-1934.291797,-1934291.797105
607,spar,0.180000,-0.001068,0.000277,1.570796,-0.000002,0.000000,190.106730,-1945.657874,-1945657.873858
608,spar,0.180000,-0.000791,0.000277,1.570796,-0.000002,0.000000,178.940647,-1956.823957,-1956823.957079
609,spar,0.180000,-0.000514,0.000277,1.570796,-0.000002,0.000000,167.974558,-1967.790046,-1967790.046372
610,spar,0.180000,-0.000237,0.000277,1.570796,-0.000002,0.000000,157.208461,-1978.556143,-1978556.142528
611,spar,0.180000,0.000039,0.000277,1.570796,-0.000002,0.000000,146.642359,-1989.122245,-1989122.245153
612,spar,0.180000,0.000316,0.000277,1.570796,-0.000002,0.000000,136.276250,-1999.488354,-1999488.354245
613,spar,0.180000,0.000593,0.000277,1.570796,-0.000002,0.000000,126.110134,-2009.654470,-2009654.469805
614,spar,0.180000,0.000870,0.000277,1.570796,-0.000002,0.000000,116.144012,-2019.620592,-2019620.591831
615,spar,0.180000,0.001147,0.000277,1.570796,-0.000002,0.000000,106.377884,-2029.386720,-2029386.719974
616,spar,0.180000,0.001424,0.000277,1.570796,-0.000002,-0.000000,96.811749,-2038.952855,-2038952.854941
617,spar,0.180000,0.001700,0.000277,1.570796,-0.000002,-0.000000,87.445608,-2048.318996,-2048318.996373
618,spar,0.180000,0.001977,0.000277,1.570796,-0.000002,-0.000000,78.279460,-2057.485144,-2057485.144273
619,spar,0.180000,0.002254,0.000277,1.570796,-0.000002,-0.000000,69.313305,-2066.451299,-2066451.298639
620,spar,0.180000,0.002531,0.000277,1.570796,-0.000002,-0.000000,60.547145,-2075.217459,-2075217.459471
621,spar,0.180000,0.002808,0.000277,1.570796,-0.000002,-0.000000,51.980978,-2083.783626,-2083783.626461
622,spar,0.180000,0.003085,0.000277,1.570796,-0.000002,-0.000000,43.614804,-2092.149800,-2092149.800231
623,spar,0.180000,0.003362,0.000277,1.570796,-0.000002,-0.000000,35.448624,-2100.315980,-2100315.980471
624,spar,0.180000,0.003638,0.000277,1.570796,-0.000002,-0.000000,27.482437,-2108.282167,-2108282.167177
625,spar,0.180000,0.003915,0.000277,1.570796,-0.000002,-0.000000,19.716244,-2116.048360,-2116048.360351
626,spar,0.180000,0.004192,0.000277,1.570796,-0.000002,-0.000000,12.150044,-2123.614560,-2123614.559990
627,spar,0.180000,0.004469,0.000277,1.570796,-0.000002,-0.000000,4.783838,-2130.980766,-2130980.766097
628,spar,0.180000,0.004746,0.000277,1.570796,-0.000002,-0.000000,-2.382374,-2138.146978,-2138146.978415
629,spar,0.180000,0.005023,0.000277,1.570796,-0.000002,-0.000000,-9.348593,-2145.113197,-2145113.197462
630,spar,0.180000,0.005299,0.000277,1.570796,-0.000002,-0.000000,-16.114819,-2151.879423,-2151879.422975
631,spar,0.180000,0.005576,0.000277,1.570796,-0.000002,-0.000000,-22.681051,-2158.445655,-2158445.654956
632,spar,0.180000,0.005853,0.000277,1.570796,-0.000002,-0.000000,-29.047289,-2164.811893,-2164811.893403
633,spar,0.180000,0.006130,0.000277,1.570796,-0.000002,-0.000000,-35.213534,-2170.978138,-2170978.138316
634,spar,0.180000,0.006407,0.000277,1.570796,-0.000002,-0.000000,-41.179786,-2176.944389,-2176944.389485
635,spar,0.180000,0.006684,0.000277,1.570796,-0.000002,-0.000000,-46.946043,-2182.710647,-2182710.647339
636,spar,0.180000,0.006961,0.000277,1.570796,-0.000002,-0.000000,-52.512307,-2188.276911,-2188276.910855
637,spar,0.180000,0.007237,0.000277,1.570796,-0.000001,-0.000000,-57.878578,-2193.643182,-2193643.181643
638,spar,0.180000,0.007514,0.000277,1.570796,-0.000001,-0.000000,-63.044855,-2198.809459,-2198809.458897
639,spar,0.180000,0.007791,0.000277,1.570796,-0.000001,-0.000000,-68.011139,-2203.775743,-2203775.742617
640,spar,0.180000,0.008068,0.000277,1.570796,-0.000001,-0.000000,-72.777429,-2208.542033,-2208542.032808
641,spar,0.180000,0.008345,0.000277,1.570796,-0.000001,-0.000000,-77.343725,-2213.108329,-2213108.329470
642,spar,0.180000,0.008622,0.000277,1.570796,-0.000001,-0.000000,-81.710029,-2217.474633,-2217474.632597
643,spar,0.180000,0.008898,0.000277,1.570796,-0.000001,-0.000000,-85.876338,-2221.640942,-2221640.942192
644,spar,0.180000,0.009175,0.000277,1.570796,-0.000001,-0.000000,-89.842654,-2225.607258,-2225607.258253
645,spar,0.180000,0.009452,0.000277,1.570796,-0.000001,-0.000000,-93.608977,-2229.373581,-2229373.580781
646,spar,0.180000,0.009729,0.000277,1.570796,-0.000001,-0.000000,-97.175306,-2232.939910,-2232939.909775
647,spar,0.180000,0.010006,0.000277,1.570796,-0.000001,-0.000000,-100.541641,-2236.306245,-2236306.245247
648,spar,0.180000,0.010283,0.000277,1.570796,-0.000001,-0.000000,-103.707983,-2239.472587,-2239472.587197
649,spar,0.180000,0.010560,0.000277,1.570796,-0.000001,-0.000000,-106.674332,-2242.438936,-2242438.935613
650,spar,0.180000,0.010836,0.000277,1.570796,-0.000001,-0.000000,-109.440687,-2245.205290,-2245205.290496
651,spar,0.180000,0.011113,0.000277,1.570796,-0.000001,-0.000000,-112.007048,-2247.771652,-2247771.651845
652,spar,0.180000,0.011390,0.000277,1.570796,-0.000001,-0.000000,-114.373416,-2250.138020,-2250138.019661
653,spar,0.180000,0.011667,0.000277,1.570796,-0.000001,-0.000000,-116.539790,-2252.304394,-2252304.393944
654,spar,0.180000,0.011944,0.000277,1.570796,-0.000001,-0.000000,-118.506171,-2254.270775,-2254270.774693
655,spar,0.180000,0.012221,0.000277,1.570796,-0.000001,-0.000000,-120.272558,-2256.037162,-2256037.161909
656,spar,0.180000,0.012497,0.000277,1.570796,-0.000001,-0.000000,-121.838952,-2257.603556,-2257603.555592
657,spar,0.180000,0.012774,0.000277,1.570796,-0.000001,-0.000000,-123.205352,-2258.969956,-2258969.955741
658,spar,0.180000,0.013051,0.000277,1.570796,-0.000001,-0.000000,-124.371758,-2260.136362,-2260136.362357
659,spar,0.180000,0.013328,0.000277,1.570796,-0.000001,-0.000000,-125.338171,-2261.102775,-2261102.775440
660,spar,0.180000,0.013605,0.000277,1.570796,-0.000001,-0.000000,-126.104591,-2261.869195,-2261869.194989
661,spar,0.180000,0.013882,0.000277,1.570796,-0.000001,-0.000000,-126.671017,-2262.435621,-2262435.621005
662,spar,0.180000,0.014158,0.000277,1.570796,-0.000001,-0.000000,-127.037450,-2262.802053,-2262802.053487
663,spar,0.180000,0.014435,0.000277,1.570796,-0.000001,-0.000000,-127.203888,-2262.968492,-2262968.492437
664,spar,0.180000,0.014712,0.000277,1.570796,-0.000001,-0.000000,-127.170334,-2262.934938,-2262934.937853
665,spar,0.180000,0.014989,0.000277,1.570796,-0.000001,-0.000000,-126.936786,-2262.701390,-2262701.389735
666,spar,0.180000,0.015266,0.000277,1.570796,-0.000001,-0.000000,-126.503244,-2262.267848,-2262267.848084
667,spar,0.180000,0.015543,0.000277,1.570796,-0.000001,-0.000000,-125.869709,-2261.634313,-2261634.312900
668,spar,0.180000,0.015820,0.000277,1.570796,-0.000001,-0.000000,-125.036180,-2260.800784,-2260800.784182
669,spar,0.180000,0.016096,0.000277,1.570796,-0.000001,-0.000000,-124.002658,-2259.767262,-2259767.261932
670,spar,0.180000,0.016373,0.000277,1.570796,-0.000001,-0.000000,-122.769142,-2258.533746,-2258533.746147
671,spar,0.180000,0.016650,0.000277,1.570796,-0.000001,-0.000000,-121.335633,-2257.100237,-2257100.236830
672,spar,0.180000,0.016927,0.000277,1.570796,-0.000001,-0.000000,-119.702130,-2255.466734,-2255466.733979
673,spar,0.180000,0.017204,0.000277,1.570796,-0.000001,-0.000000,-117.868634,-2253.633238,-2253633.237594
674,spar,0.180000,0.017481,0.000277,1.570796,-0.000001,-0.000000,-115.835144,-2251.599748,-2251599.747677
675,spar,0.180000,0.017757,0.000277,1.570796,-0.000001,-0.000000,-113.601660,-2249.366264,-2249366.264226
676,spar,0.180000,0.018034,0.000277,1.570796,-0.000001,-0.000000,-111.168183,-2246.932787,-2246932.787241
677,spar,0.180000,0.018311,0.000277,1.570796,-0.000001,-0.000000,-108.534713,-2244.299317,-2244299.316724
678,spar,0.180000,0.018588,0.000277,1.570796,-0.000001,-0.000000,-105.701249,-2241.465853,-2241465.852673
679,spar,0.180000,0.018865,0.000277,1.570796,-0.000000,-0.000000,-102.667791,-2238.432395,-2238432.395088
680,spar,0.180000,0.019142,0.000277,1.570796,-0.000000,-0.000000,-99.434340,-2235.198944,-2235198.943970
681,spar,0.180000,0.019419,0.000277,1.570796,-0.000000,-0.000000,-96.000895,-2231.765499,-2231765.499319
682,spar,0.180000,0.019695,0.000277,1.570796,-0.000000,-0.000000,-92.367457,-2228.132061,-2228132.061135
683,spar,0.180000,0.019972,0.000277,1.570796,-0.000000,-0.000000,-88.534025,-2224.298629,-2224298.629417
684,spar,0.180000,0.020249,0.000277,1.570796,-0.000000,-0.000000,-84.500600,-2220.265204,-2220265.204166
685,spar,0.180000,0.020526,0.000277,1.570796,-0.000000,-0.000000,-80.267181,-2216.031785,-2216031.785381
686,spar,0.180000,0.020803,0.000277,1.570796,-0.000000,-0.000000,-75.833769,-2211.598373,-2211598.373063
687,spar,0.180000,0.021080,0.000277,1.570796,-0.000000,-0.000000,-71.200363,-2206.964967,-2206964.967212
688,spar,0.180000,0.021356,0.000277,1.570796,-0.000000,-0.000000,-66.366964,-2202.131568,-2202131.567828
689,spar,0.180000,0.021633,0.000277,1.570796,-0.000000,-0.000000,-61.333571,-2197.098175,-2197098.174910
690,spar,0.180000,0.021910,0.000277,1.570796,-0.000000,-0.000000,-56.100184,-2191.864788,-2191864.788459
691,spar,0.180000,0.022187,0.000277,1.570796,-0.000000,-0.000000,-50.666805,-2186.431408,-2186431.408474
692,spar,0.180000,0.022464,0.000277,1.570796,-0.000000,-0.000000,-45.033431,-2180.798035,-2180798.034956
693,spar,0.180000,0.022741,0.000277,1.570796,-0.000000,-0.000000,-39.200064,-2174.964668,-2174964.667905
694,spar,0.180000,0.023018,0.000277,1.570796,-0.000000,-0.000000,-33.166706,-2168.931310,-2168931.309535
695,spar,0.180000,0.023294,0.000277,1.570796,-0.000000,-0.000000,-26.933352,-2162.697955,-2162697.955490
696,spar,0.180000,0.023571,0.000277,1.570796,-0.000000,-0.000000,-20.500004,-2156.264608,-2156264.607911
697,spar,0.180000,0.023848,0.000277,1.570796,-0.000000,-0.000000,-13.866663,-2149.631267,-2149631.266798
698,spar,0.180000,0.024125,0.000277,1.570796,-0.000000,-0.000000,-7.033328,-2142.797932,-2142797.932152
699,spar,0.180000,0.024402,0.000277,1.570796,-0.000000,0.000000,0.000000,-2135.764604,-2135764.603973
